name,file,result,python_modules,duration,passed
03de5c4c21138da5c29d,output_data_3.7.yml,success,ipython;numpy;tensorflow,410.460,True
044682e76def583a12e6c09209c664a1,output_data_3.7.yml,failed,nltk;scikit-learn;scipy,252.960,False
045c887b6ccdf0edf4648da0c40bcc12,output_data_3.7.yml,success,nn;torch,134.790,True
046e434c51057dc9588762edd40199b1,output_data_3.8.yml,failed,foundation;pyobjc;systemconfiguration,39.260,False
04c2b5ce5978c0d66e6e,output_data_2.7.yml,failed,pyperclip;python-editor,108.380,False
04ef258fa29e4e685287a30cf60462d0,output_data_3.8.yml,failed,,177.460,False
04f3047ca8770f4a3a58,output_data_2.7.yml,failed,my_project;scrapy;twisted;unittest,157.620,False
051e881fc94fe4a49295,output_data_2.7.yml,success,impacket;pycryptodome,73.770,True
053b89bd6975f89f043871335dce8c5b,output_data_3.7.yml,failed,pprint;requests;urllib.request,39.720,False
053db410f7fdd4e1d6034a0a7fd45d9b,output_data_2.7.yml,success,pycryptodome;requests,30.340,True
054023c4fca5369ffdb2,output_data_3.8.yml,failed,clipboard;idaapi;idautils,37.360,False
056626de3fbdc7cf7b59de1d9f6279d1,output_data_3.8.yml,failed,dlib;imutils;opencv-python,106.320,False
05aadb969e43788593d3,output_data_2.7.yml,failed,idaapi;williutils,32.170,False
05bec6966701f720c3aa,output_data_2.7.yml,failed,google-api-python-client;oauth2client,50.520,False
05ff99985269200cdc4854ddc04fa6e9,output_data_2.7.yml,failed,lightgbm,28.800,False
0618f44dc5270f9a2be2826d0d933ed7,output_data_2.7.yml,success,django;sentry-sdk,27.530,True
06336eb10a1628850d6f,output_data_2.7.yml,success,twisted,12.570,True
06649145d7e6c4c147c02459fd2bc5af,output_data_3.8.yml,failed,animation;numpy,61.420,False
070c805d947bd17c7a19,output_data_2.7.yml,success,xmpppy,15.980,True
071932322204bcad6063,output_data_3.8.yml,failed,ui,45.910,False
075c35b536cc08b832e353f2f43c0bdc,output_data_3.7.yml,success,,0.000,True
076424abd8b012371b516da32807ca14,output_data_3.8.yml,failed,FTPHook;MySqlHook;codecs;pandas,42.980,False
076bbc6a0d5056d20ad45095b434b02d,output_data_3.7.yml,success,python-nomad,17.250,True
07cdfc2826a565b50a68,output_data_2.7.yml,success,pycryptodome,13.740,True
0830affa1f7f19fd47b06d4cf89ed44d,output_data_3.7.yml,success,keras;tensorflow,45.080,True
083777cb1f8c9efe6418c75d18bdd32b,output_data_3.8.yml,failed,ev3dev;evdev,54.900,False
0932b2b5293839cd7d79fa6b513c8128,output_data_2.7.yml,success,numpy;scipy,21.870,True
09648344984565f9477a,output_data_2.7.yml,failed,numba;scikit-learn;scipy,75.140,False
096f3b651b268b7af4c8c32475fa23d1,output_data_2.7.yml,success,beautifulsoup4;ipython;mechanize;pandas,17.330,True
097f97f4cb67c554f04dba6b5a09a506,output_data_3.8.yml,failed,foundation;pyobjc,33.440,False
098f399d69f230521ef530baca832e76,output_data_2.7.yml,failed,foundation;urllib2,28.960,False
09b1f5403c63ceab5ae34710cbe2809e,output_data_2.7.yml,success,numpy;opencv-python,19.640,True
09cae53bf67ea8a39700,output_data_3.7.yml,success,beautifulsoup4,13.280,True
09f5ab44486b1fc6df7bf20ce57159f1,output_data_3.6.yml,success,pillow,23.340,True
0a2ac74d800a2eff9540,output_data_2.7.yml,failed,appindicator;gtk;urllib2,39.770,False
0a3d4fae965bdbec1f9d,output_data_3.7.yml,success,keras;numpy;tensorflow,50.490,True
0a509faf231cff3cdec7,output_data_2.7.yml,failed,flask;flask-login;werkzeug,124.930,False
0aaa9e4659977a98fc9f36d6887fef37,output_data_2.7.yml,failed,cStringIO;plist,38.950,False
0acf77b2c022e2467cfb0d5493d454d6,output_data_2.7.yml,success,django,12.270,True
0afa43225bdbe8e803cb,output_data_2.7.yml,failed,dbus;gobject,30.710,False
0b42dbd687ae3b838728,output_data_2.7.yml,success,gitpython,13.230,True
0b677b13fca6cd0905ca,output_data_3.8.yml,failed,matplotlib;scikit-learn;scipy,207.130,False
0b7e91487dcf10c0b8e8711eb6d73bc5,output_data_3.7.yml,success,matplotlib;numpy;tensorflow,147.200,True
0b92b9ca837a0f5474c732876220db78,output_data_3.7.yml,success,flask;google-api-python-client;httplib2;oauth2client,26.830,True
0b942dd86f01efe996b8977b158c37a6,output_data_3.7.yml,failed,requests;urllib.parse,33.250,False
0b9d8a742fe0efe0fe82,output_data_2.7.yml,success,numpy;scikit-learn;scipy,55.980,True
0ba0270279a0f38280423754cea2ee1e,output_data_2.7.yml,failed,keras,126.870,False
0bc7d313e7a84b708374,output_data_3.7.yml,success,hug,16.580,True
0bdd7059a08cbcd00898,output_data_2.7.yml,failed,keras;numpy,179.910,False
0c01b7a27e512db480847fac2cc54103,output_data_3.8.yml,failed,objc_util,26.100,False
0c10e910e514832b7103,output_data_2.7.yml,failed,google.appengine,27.870,False
0c7ccae5d764ff61788fc626096e5688,output_data_2.7.yml,success,gitpython,13.500,True
0ca2272c015266e667924836364349c3,output_data_2.7.yml,success,pyjwt;python-jose;requests;simplejson,103.380,True
0cdd8d6adb8463961f50bd1845faddf8,output_data_3.7.yml,success,nn;torch,48.700,True
0cfe89a89b892e47e8418e281dfe318d,output_data_2.7.yml,success,django;psycopg2-binary,17.690,True
0d1baad4e3a871587ab1,output_data_3.4.yml,success,,0.000,True
0d25683d9c8fce27edd3,output_data_3.8.yml,failed,airflow;slackclient;titan,64.030,False
0d5a709bbb4186d1f45f2af14c65b110,output_data_2.7.yml,failed,objc_util;pillow;ui,52.420,False
0d5b3e7cc89cb2180c6e,output_data_2.7.yml,success,pillow,16.540,True
0d9745f39a034758e51e,output_data_2.7.yml,failed,matplotlib;pandas;quandl;scikit-learn;scipy;statsmodels,237.980,False
0d9f91f789f0c523b0e7,output_data_2.7.yml,failed,idautils,53.460,False
0db840f27f1f0fd0747f13ab80d0ca37,output_data_2.7.yml,success,numpy;opencv-python;requests,40.240,True
0db858e055cc2bae953b435f5116aaa8,output_data_2.7.yml,failed,pycryptodome,119.770,False
0e7d366d2e3623c5bb95,output_data_3.8.yml,failed,foundation;pyobjc,32.550,False
0ec0c3f5ca69bac2b625,output_data_2.7.yml,success,gevent;requests;scrapy,113.450,True
0ee6dd444994fd67f63b,output_data_2.7.yml,success,opencv-python;scikit-image,148.540,True
0efb4d07f28af1c8fc1b,output_data_2.7.yml,failed,clipboard;markdown2pdf;python-editor;urllib2;urlparse;webvirtmgr,60.100,False
0efb90d998c59d5926ca7f4e79054361,output_data_3.8.yml,failed,bluezero;dbus;gobject;pygobject,52.610,False
0efcacfb43827ba3a6bac3356315c419,output_data_2.7.yml,success,numpy;opencv-python,16.370,True
0f450e738bf79c003253,output_data_3.7.yml,success,kivy;pyjnius,19.740,True
0f575a0891cfef5f1b0024c89dcbaeea,output_data_2.7.yml,failed,pyobjc,30.820,False
0f5f65ddbfa278713f58,output_data_2.7.yml,success,Biopython,43.560,True
0f87efc363309e99d600e3a6300fbcff,output_data_3.8.yml,failed,gimpfu,26.980,False
10005117,output_data_2.7.yml,success,word2vec,22.430,True
10010307,output_data_2.7.yml,failed,pyobjc,29.410,False
10011921,output_data_3.8.yml,failed,google;google-api-python-client;httplib2;jinja2;oauth2client;webapp2,147.500,False
10016605,output_data_2.7.yml,failed,lx;lxu,120.370,False
10023837,output_data_3.7.yml,failed,,107.920,False
1009475,output_data_2.7.yml,failed,win32api;win32security,35.760,False
101323115e70bb6671d3,output_data_2.7.yml,failed,nupic,630.480,False
10206392,output_data_3.8.yml,failed,hexchat,25.510,False
1023456,output_data_2.7.yml,failed,scriptcontext;system,40.250,False
10235798,output_data_2.7.yml,success,django,14.820,True
1025525,output_data_2.7.yml,failed,django,140.890,False
1025736,output_data_3.8.yml,failed,google;ndb;tipfy;tipfyext,49.720,False
10281460,output_data_3.7.yml,success,,0.000,True
1029336,output_data_2.7.yml,success,django,15.100,True
10295174,output_data_2.7.yml,failed,ipdb;pylearn2;scipy;theano,62.170,False
1029870,output_data_2.7.yml,failed,addressbook;pyobjc,29.800,False
10335601,output_data_3.8.yml,failed,,110.290,False
1035190,output_data_2.7.yml,failed,django,147.570,False
10354951,output_data_3.8.yml,failed,io.crate,34.830,False
1035890,output_data_2.7.yml,failed,deployment;fabric;simplejson,45.820,False
1036883,output_data_2.7.yml,failed,riak;urllib3,152.940,False
1038987,output_data_2.7.yml,success,django,16.100,True
1040366,output_data_2.7.yml,failed,gensim,108.510,False
1041172,output_data_2.7.yml,failed,pillow,115.150,False
1042719,output_data_2.7.yml,success,django;ldap,23.770,True
1042778,output_data_2.7.yml,failed,cjson;simplejson;ujson,59.940,False
10438748,output_data_3.8.yml,failed,model;webapp2,101.030,False
1044215,output_data_2.7.yml,failed,apsw;django,74.790,False
1045108,output_data_2.7.yml,failed,lxml;scrapy;selenium,182.740,False
10491632,output_data_2.7.yml,failed,PIL;numpy,31.030,False
1052286,output_data_2.7.yml,failed,wordpress_xmlrpc,33.310,False
1054969,output_data_3.8.yml,failed,Rhino,105.570,False
1055161,output_data_3.8.yml,failed,cv;pyqt4,47.100,False
10554232,output_data_3.8.yml,failed,servicemanager;win32event;win32service;win32serviceutil,52.810,False
1055992,output_data_2.7.yml,success,django,12.310,True
10567484,output_data_2.7.yml,failed,PIL;numpy,31.010,False
10589494,output_data_3.7.yml,success,django;django-imagekit,31.750,True
1059647,output_data_2.7.yml,failed,webapp2_extends,34.730,False
1065196,output_data_2.7.yml,failed,django,138.110,False
1068021,output_data_2.7.yml,success,mysqlclient,13.350,True
1068255,output_data_2.7.yml,success,django,15.150,True
1068868,output_data_2.7.yml,success,django;django-taggit,103.070,True
106c49a3ae6d420937aa,output_data_3.8.yml,failed,PyQt4,26.460,False
1072977,output_data_3.8.yml,failed,django_auth_ldap;ldap,58.770,False
1074124,output_data_3.8.yml,failed,twisted;txredisapi,147.810,False
1074202,output_data_2.7.yml,failed,_winreg;sublime;sublime_plugin;urlparse,52.310,False
1074227,output_data_2.7.yml,success,dnslib;gevent;redis,144.360,True
1074551,output_data_2.7.yml,failed,numpy;odbAccess,31.960,False
1077318,output_data_2.7.yml,success,httplib2;lxml;sunburnt,26.910,True
1077970,output_data_3.8.yml,success,pyodbc,42.790,True
10792332,output_data_3.8.yml,success,,0.000,True
1082570,output_data_3.8.yml,failed,selenium;webdriver,55.780,False
1083908,output_data_2.7.yml,failed,appkit;foundation;pyobjc,42.610,False
1088273,output_data_2.7.yml,failed,numpy;scipy,155.640,False
1091026,output_data_3.8.yml,failed,,81.570,False
10938795,output_data_2.7.yml,success,flask;flask-classy,21.630,True
1094832,output_data_2.7.yml,failed,django,136.870,False
10955449,output_data_3.7.yml,success,,0.000,True
1096373,output_data_2.7.yml,failed,SimpleCV;simplejson,137.540,False
1098968,output_data_2.7.yml,success,Pillow,19.370,True
10a742de43246210f3ba,output_data_2.7.yml,success,gensim,23.580,True
10cd35b2872628246140,output_data_3.8.yml,failed,pillow;pygobject,85.100,False
1104507,output_data_3.7.yml,success,Biopython,15.450,True
1104553,output_data_2.7.yml,failed,networkx,125.720,False
1107375,output_data_2.7.yml,success,selenium,26.080,True
11078820,output_data_3.7.yml,success,,0.000,True
1108817,output_data_2.7.yml,success,django;lxml,15.820,True
1109153,output_data_2.7.yml,success,python-dateutil,13.180,True
1112928,output_data_2.7.yml,failed,tweepy,126.110,False
11129975,output_data_3.8.yml,failed,PyQt4,26.330,False
11181988,output_data_2.7.yml,failed,lib;luigi;mysqlclient,37.180,False
1118585,output_data_2.7.yml,failed,progress_ui;pyqt4,35.500,False
11192605,output_data_2.7.yml,success,numpy;scipy,22.740,True
111c8ee32505a11ad7a6c629f277c2a4,output_data_3.8.yml,failed,bpy,20.800,False
11215761,output_data_3.8.yml,success,django,15.150,True
11242170,output_data_2.7.yml,failed,pillow;pyperclip,101.160,False
1124bb02a9fd4abce3d86caf2f950cb2,output_data_2.7.yml,success,tensorflow,12.720,True
1125832,output_data_2.7.yml,failed,ipython,132.620,False
11280233,output_data_2.7.yml,success,mininet,15.660,True
11284662,output_data_2.7.yml,failed,PyObjCTools;pyobjc,37.240,False
11292725,output_data_2.7.yml,failed,Adafruit_ADS1x15;RPi.GPIO;plotly,125.970,False
1133602,output_data_3.8.yml,failed,sublime_plugin,51.340,False
1134410,output_data_3.8.yml,failed,bpy;mathutils,33.750,False
113635,output_data_2.7.yml,success,django,15.110,True
11367287,output_data_2.7.yml,failed,pillow,94.440,False
11375647,output_data_2.7.yml,failed,commands;lldb,36.780,False
11378945,output_data_2.7.yml,success,django,14.810,True
1140136,output_data_2.7.yml,success,django,15.030,True
1140516,output_data_2.7.yml,success,django,15.400,True
11405336,output_data_3.8.yml,failed,Granite;gi,28.920,False
1142740,output_data_2.7.yml,failed,api;fabric;pyyaml,61.180,False
1147973,output_data_2.7.yml,success,twisted,16.150,True
11526013,output_data_2.7.yml,success,django;south,15.990,True
11538913,output_data_3.8.yml,failed,WriteMol2;dockprep,40.660,False
1160201,output_data_2.7.yml,success,django;template,29.170,True
1160696,output_data_3.8.yml,failed,myapplication;unittest,30.420,False
1161423,output_data_2.7.yml,success,django,12.580,True
1165038,output_data_2.7.yml,success,pyopenssl,49.600,True
1165344,output_data_2.7.yml,failed,django,139.090,False
1177373,output_data_2.7.yml,failed,redis;scrapy,184.520,False
1183767,output_data_2.7.yml,success,django,15.080,True
1183842,output_data_2.7.yml,failed,java;org.apache.pdfbox,33.630,False
1184264,output_data_2.7.yml,failed,gevent;pymongo,431.980,False
1186126,output_data_2.7.yml,failed,,110.700,False
1189327,output_data_2.7.yml,failed,appindicator;gobject;gtk;pynotify,44.950,False
1191457,output_data_2.7.yml,success,mwlib,39.870,True
1192059,output_data_2.7.yml,success,pycryptodome,16.570,True
1196291,output_data_3.8.yml,failed,tweets,42.290,False
1200485,output_data_3.8.yml,failed,flask;werkzeug,148.690,False
1202066,output_data_2.7.yml,success,redis;web-py,15.430,True
1202516,output_data_3.8.yml,failed,,115.140,False
1203640,output_data_2.7.yml,success,django,15.150,True
1207636,output_data_2.7.yml,success,django,14.960,True
1210791,output_data_3.8.yml,failed,PyQt4,26.220,False
1217855,output_data_2.7.yml,success,gevent,28.690,True
1218932,output_data_2.7.yml,failed,mosquitto;paho-mqtt;pyserial,43.580,False
1219671,output_data_2.7.yml,failed,win32clipboard,26.050,False
1219955,output_data_2.7.yml,failed,simplejson,121.280,False
1228626,output_data_2.7.yml,failed,django;geopandas;shapely,63.250,False
1229681,output_data_2.7.yml,failed,cProfile;cStringIO;django;marshal;pstats,72.110,False
1229685,output_data_2.7.yml,success,django,12.310,True
1229770,output_data_2.7.yml,failed,flask;httplib;jiffy;urlparse;werkzeug,48.920,False
122f258ba6eaa23dd9c5,output_data_3.8.yml,failed,bpy;mathutils;try,40.230,False
1231964e784ab9acb65d,output_data_3.6.yml,failed,plac;spacy;ujson,313.460,False
1233846,output_data_2.7.yml,failed,oaipmh,25.470,False
1234843,output_data_2.7.yml,success,django;redis,27.660,True
1239373,output_data_2.7.yml,success,beautifulsoup;beautifulsoup4;pyyaml,27.440,True
1239674,output_data_3.8.yml,failed,sublime;sublime_plugin,33.550,False
1242589,output_data_2.7.yml,failed,,103.460,False
1246146,output_data_2.7.yml,failed,pymongo,132.500,False
1246268,output_data_2.7.yml,success,pillow,22.140,True
1248728,output_data_2.7.yml,failed,django;django-social-auth,160.910,False
1251716,output_data_3.8.yml,failed,sublimeplugin,49.970,False
1253332,output_data_2.7.yml,success,python-dateutil,13.470,True
1254809,output_data_2.7.yml,success,Levenshtein,29.170,True
125559,output_data_2.7.yml,failed,django;python-daemon,145.520,False
1260ba896d448bad0eebdf26b80c00cc,output_data_3.7.yml,success,gym;tensorflow,117.700,True
1262332,output_data_2.7.yml,failed,pyserial,108.120,False
1264102,output_data_2.7.yml,success,django;six,13.590,True
1265346,output_data_2.7.yml,success,django;simplejson,22.020,True
1267632,output_data_2.7.yml,success,numpy;scipy,16.320,True
1268033,output_data_2.7.yml,failed,StringIO;django;multiprocessing,62.760,False
1269098,output_data_2.7.yml,failed,cv,24.870,False
1269949,output_data_2.7.yml,success,django,12.540,True
127368f7dc810dd37fe18aee87dd2ee2,output_data_2.7.yml,success,gevent;psycogreen;psycopg2-binary,119.270,True
1275204,output_data_2.7.yml,success,django,15.630,True
1277655,output_data_2.7.yml,failed,couchdb;flask;flaskext.couchdb;simplejson,73.520,False
1283684,output_data_2.7.yml,failed,networkx;simplejson,130.230,False
1284577,output_data_2.7.yml,success,pyyaml,12.180,True
1285742,output_data_2.7.yml,failed,PIL,24.180,False
1288025,output_data_3.8.yml,failed,django;django-haystack;fallen,182.460,False
1288160dad16cc473a53,output_data_3.7.yml,success,,0.000,True
1289286,output_data_2.7.yml,failed,libtorrent,27.710,False
1290744,output_data_2.7.yml,success,mapnik,18.420,True
12da69b95d010c8a810fd384cca8d02a,output_data_3.7.yml,success,,0.000,True
1303651,output_data_2.7.yml,success,django,16.120,True
130583,output_data_2.7.yml,success,django,15.310,True
1306719,output_data_3.7.yml,success,,0.000,True
1307521,output_data_3.8.yml,failed,_webassets;webassets,44.340,False
1308865,output_data_2.7.yml,success,django,15.230,True
1309895,output_data_3.8.yml,failed,appindicator;gtk,41.580,False
130cd92dc47c56c47030,output_data_2.7.yml,success,matplotlib;pillow;pydub,20.540,True
1310549,output_data_2.7.yml,failed,django,131.520,False
1315148,output_data_2.7.yml,failed,,64.210,False
1320970,output_data_3.8.yml,failed,dbus,28.210,False
1321295,output_data_2.7.yml,failed,SCons,97.910,False
1321575,output_data_2.7.yml,success,matplotlib;numpy,28.220,True
1321585,output_data_2.7.yml,failed,matplotlib;mpl_toolkits.mplot3d;numpy,96.140,False
1323194,output_data_3.8.yml,failed,sublime_plugin,82.210,False
1326477,output_data_3.8.yml,failed,celery;flaskext,37.870,False
1327072,output_data_2.7.yml,success,django,15.370,True
1329319,output_data_2.7.yml,success,pylibmc;redis,39.560,True
1337131,output_data_3.8.yml,failed,maya;pyqt4;sip,50.780,False
1338222,output_data_3.8.yml,failed,scipy,164.990,False
1342497,output_data_2.7.yml,failed,urllib2,33.380,False
1342942,output_data_3.8.yml,success,matplotlib;numpy,19.120,True
1343455,output_data_3.8.yml,failed,twisted;txpostgres,147.150,False
134acb5f7423312effcc98ec56679136,output_data_3.8.yml,failed,foundation;pyobjc,34.620,False
1350641,output_data_2.7.yml,success,django,32.070,True
1351047,output_data_2.7.yml,success,numpy;scikit-learn;scipy,96.970,True
1352028,output_data_2.7.yml,failed,,110.460,False
1355170,output_data_3.8.yml,failed,flask;jinja2,125.590,False
1357185,output_data_3.8.yml,failed,bpy,25.370,False
1358794,output_data_2.7.yml,failed,flask;gevent;pyqt4,264.650,False
1361643,output_data_2.7.yml,failed,FreeCAD;Part,29.780,False
13623f68e36fdad4cb67,output_data_3.7.yml,success,keyring;pycryptodome,20.610,True
1362a8908be01e23041d,output_data_3.8.yml,failed,pyobjc,26.680,False
1363730,output_data_2.7.yml,failed,StringIO;django,45.500,False
1367378,output_data_2.7.yml,failed,pymongo,137.330,False
1369619,output_data_2.7.yml,success,django,12.670,True
1372780,output_data_2.7.yml,failed,pymongo;simplejson,127.720,False
137653,output_data_2.7.yml,failed,html5lib,68.270,False
137667,output_data_3.8.yml,failed,gtk;image;webkit,45.980,False
1379479,output_data_3.8.yml,failed,commands;sublime_plugin,53.980,False
1379652,output_data_2.7.yml,success,django,15.520,True
1381489,output_data_3.8.yml,failed,maya;pyqt4;sip,45.230,False
1382972,output_data_2.7.yml,success,numpy;pillow,23.200,True
1387470,output_data_2.7.yml,failed,tornado,125.990,False
1388243,output_data_2.7.yml,success,django,15.290,True
1390853,output_data_2.7.yml,success,django,15.270,True
1395810,output_data_3.8.yml,failed,google-appengine,27.900,False
139f710ca91ed5fabaf9e6616d2c762b,output_data_2.7.yml,success,gensim;scikit-learn,22.590,True
13f02f45a41ad90f454f,output_data_2.7.yml,failed,appex;keychain;photos;pillow;webvirtmgr,85.190,False
1401195,output_data_2.7.yml,failed,imposm,71.320,False
1402045,output_data_2.7.yml,success,django,15.290,True
1402892,output_data_2.7.yml,failed,scikit-learn;scipy,114.860,False
1410088,output_data_3.8.yml,failed,opencv-python;pygame,160.930,False
1410094,output_data_2.7.yml,failed,nltk;pylab,34.900,False
1411980,output_data_2.7.yml,success,Image,43.080,True
1417f55cb896a44e68a6,output_data_2.7.yml,failed,kivy;pyserial,67.170,False
1423116,output_data_3.8.yml,failed,cPickle;cmemcached,33.390,False
1423373,output_data_2.7.yml,success,numpy;scikit-learn;scipy,17.080,True
1424374,output_data_2.7.yml,failed,dpkt,92.750,False
1433392,output_data_3.7.yml,success,proj,22.820,True
1433794,output_data_2.7.yml,success,GitPython;gitpython,14.150,True
1435045,output_data_2.7.yml,success,twisted,16.410,True
1435555,output_data_2.7.yml,success,twisted,18.540,True
1436671,output_data_2.7.yml,failed,,57.280,False
143e65a425722dc2f3d0,output_data_2.7.yml,success,impyla;mysqlclient,47.520,True
1440567,output_data_2.7.yml,success,django,15.210,True
1440754,output_data_2.7.yml,success,github2,32.760,True
1441019,output_data_3.7.yml,failed,gtk,23.380,False
144747,output_data_2.7.yml,success,django,16.050,True
1451300,output_data_2.7.yml,failed,numpy;pylab;scikit-learn,42.190,False
1453629,output_data_2.7.yml,success,django,15.330,True
1459283a9c934cbc41f3,output_data_2.7.yml,failed,,79.350,False
1467584,output_data_2.7.yml,failed,sublime_plugin,53.210,False
1473120,output_data_2.7.yml,failed,django;simplejson,136.390,False
1483322,output_data_2.7.yml,success,mysqlclient;psycopg2-binary,13.750,True
1486762,output_data_2.7.yml,failed,_mysql;appscript,31.420,False
1495011,output_data_2.7.yml,failed,httplib;pyamf;rdioapi;urlparse,41.940,False
1497850,output_data_2.7.yml,failed,ipython,139.690,False
14a8d6bf4783f4704c8a,output_data_3.8.yml,failed,buildbot;cactus;twisted,174.060,False
14f34c2b8153d9b4f336df8535b3416a,output_data_3.7.yml,success,tensorflow,57.730,True
1507152,output_data_2.7.yml,success,gitpython,14.640,True
1509946,output_data_3.8.yml,failed,,112.050,False
1516095,output_data_3.8.yml,failed,mice,213.700,False
1519543,output_data_3.8.yml,failed,,108.230,False
1521059,output_data_2.7.yml,failed,pygame;vlc,35.520,False
1522bcdb5b05365c0222,output_data_3.8.yml,failed,maya,123.870,False
1526444,output_data_2.7.yml,success,django,12.230,True
152f15b2dadca9a74039aeab944714af,output_data_2.7.yml,failed,matplotlib;numpy;pcbnew,83.360,False
1534135a419bb0b957b9,output_data_2.7.yml,success,numpy;tensorflow,24.370,True
1545255,output_data_2.7.yml,success,django;djangorestframework,26.310,True
1551619,output_data_2.7.yml,failed,opencv-python,143.950,False
1554441,output_data_2.7.yml,success,django,12.650,True
1556251,output_data_2.7.yml,failed,pymongo,122.320,False
1558831,output_data_3.8.yml,failed,NudgeCore;vanilla,51.320,False
1561144,output_data_2.7.yml,success,scipy;stencil,23.600,True
1567224,output_data_3.8.yml,failed,icone;scrapy,86.890,False
1572547,output_data_3.8.yml,failed,simplejson,122.020,False
1574231,output_data_3.8.yml,failed,carrot;scrapy;twisted,173.960,False
1589531,output_data_2.7.yml,failed,matplotlib;urllib2,68.850,False
1590178,output_data_2.7.yml,failed,wtforms,128.210,False
15b3c2a2e9bc7a3c345138a32e029969,output_data_2.7.yml,failed,gensim;keras,335.120,False
15f0772db25343be0bb7072f15992a4e,output_data_2.7.yml,success,lief,17.350,True
1600408,output_data_2.7.yml,success,pyquery;zope,69.970,True
1608287,output_data_2.7.yml,failed,,110.350,False
160c990c61c5f527445c,output_data_3.7.yml,success,beautifulsoup4;pocket,19.610,True
1610922,output_data_2.7.yml,success,numpy;scikit-learn,16.600,True
1628838,output_data_2.7.yml,success,django,15.250,True
1638546,output_data_2.7.yml,failed,ftclient;getpass;httplib2;pprint;xml.etree.ElementTree,87.050,False
1638695,output_data_2.7.yml,success,django;django-storages,22.130,True
1639941,output_data_2.7.yml,failed,cpickle;deluge,33.190,False
163f5fdf47ab45d7addd,output_data_2.7.yml,failed,novaclient,33.680,False
1646117,output_data_2.7.yml,failed,nltk,121.800,False
1650115,output_data_3.8.yml,failed,gtk;pygtk,41.320,False
1650418,output_data_2.7.yml,failed,imposm;psycopg2-binary,80.670,False
1653394,output_data_3.8.yml,failed,pyramid,129.200,False
166499794efcdfde4d00,output_data_2.7.yml,failed,ImageFile;beautifulsoup4;photos;pillow,62.860,False
1676440,output_data_2.7.yml,failed,pymongo;tornado,141.010,False
1679110,output_data_2.7.yml,success,pillow,18.560,True
1685139,output_data_3.7.yml,failed,splinter,147.200,False
1685580,output_data_3.8.yml,failed,flask;flaskext_jsonify;pyodbc;sqlalchemy,58.650,False
1688557,output_data_2.7.yml,success,django,12.420,True
168c9d74b988391e702aac5f4aa69e41,output_data_2.7.yml,success,pycryptodome,17.760,True
1693769,output_data_2.7.yml,success,matplotlib;numpy;scipy,18.810,True
1694496,output_data_3.8.yml,failed,django;settings;site;yourapp,44.870,False
16c0eb09d232461a773c22803a3df35e,output_data_3.8.yml,failed,dbus;pygobject,35.410,False
16ce4914683da30f87d0,output_data_2.7.yml,success,numpy;scikit-learn;scipy,16.980,True
16e35ed936bab863a29b,output_data_3.8.yml,failed,validation,126.730,False
1701305,output_data_2.7.yml,failed,ogg,41.750,False
1701845,output_data_3.8.yml,failed,clips;django;django-haystack;django-tastypie,109.700,False
1702293,output_data_2.7.yml,success,django;django-tastypie,23.310,True
