snippet_path,python_version,status,iterations,elapsed_seconds,used_knowledge_graph,requirements,final_error_type
/gists/071932322204bcad6063/snippet.py,3.8,failed,5,47.44,True,"{""scene"": ""1.0.1"", ""ui"": ""1.0.1""}",no_matching_distribution
/gists/075c35b536cc08b832e353f2f43c0bdc/snippet.py,3.8,success,1,14.73,False,{},
/gists/076424abd8b012371b516da32807ca14/snippet.py,3.8,failed,5,27.93,True,"{""airflow"": ""2.6.2"", ""pandas"": ""1.5.3""}",no_matching_distribution
/gists/076bbc6a0d5056d20ad45095b434b02d/snippet.py,3.8,success,2,24.44,False,"{""nomad"": ""latest""}",no_matching_distribution
/gists/07cdfc2826a565b50a68/snippet.py,3.8,failed,5,64.79,False,"{""requests"": ""^2.28.1""}",unknown
/gists/0830affa1f7f19fd47b06d4cf89ed44d/snippet.py,3.8,success,1,19.06,True,"{""keras"": ""0.3.1""}",
/gists/083777cb1f8c9efe6418c75d18bdd32b/snippet.py,3.8,failed,5,43.34,True,"{""ev3dev"": ""2.0.17"", ""evdev"": ""0.2.3""}",no_matching_distribution
/gists/0932b2b5293839cd7d79fa6b513c8128/snippet.py,3.8,success,2,27.04,True,"{""numpy"": ""1.23.4"", ""scipy"": ""1.10.1""}",no_matching_distribution
/gists/09648344984565f9477a/snippet.py,3.8,failed,5,77.7,False,{},unknown
/gists/096f3b651b268b7af4c8c32475fa23d1/snippet.py,3.8,failed,5,53.0,True,"{""IPython"": ""8.0.0"", ""bs4"": ""5.1.1"", ""mechanize"": ""0.4.10"", ""pandas"": ""1.5.3""}",no_matching_distribution
/gists/097f97f4cb67c554f04dba6b5a09a506/snippet.py,3.8,failed,5,83.9,False,"{""PyObjC"": ""2.7.1""}",missing_system_dep
/gists/098f399d69f230521ef530baca832e76/snippet.py,3.8,failed,5,66.47,True,"{""Foundation"": ""latest"", ""urllib.request"": ""latest""}",module_not_found
/gists/09b1f5403c63ceab5ae34710cbe2809e/snippet.py,3.8,failed,5,45.79,False,"{""cv2"": ""4.5.5"", ""numpy"": ""1.23.5""}",no_matching_distribution
/gists/09cae53bf67ea8a39700/snippet.py,3.8,success,1,15.31,False,"{""beautifulsoup4"": ""4.11.1""}",
/gists/09f5ab44486b1fc6df7bf20ce57159f1/snippet.py,3.8,success,1,16.23,False,"{""Pillow"": ""9.4.0""}",
/gists/0a2ac74d800a2eff9540/snippet.py,3.8,failed,5,50.14,True,"{""appindicator"": ""latest"", ""gtk"": ""3.24.21"", ""urllib3"": ""1.26.12""}",no_matching_distribution
/gists/0a3d4fae965bdbec1f9d/snippet.py,3.8,success,3,74.43,True,"{""keras"": ""2.11.0"", ""numpy"": ""1.23.4"", ""tensorflow"": ""2.11.0""}",module_not_found
/gists/0a509faf231cff3cdec7/snippet.py,3.8,failed,5,64.72,True,"{""flask"": ""2.3.2"", ""Flask-Extensions"": ""^3.0.0""}",module_not_found
/gists/0aaa9e4659977a98fc9f36d6887fef37/snippet.py,3.8,failed,5,56.35,False,"{""typing"": ""^3.7.4""}",unknown
/gists/0acf77b2c022e2467cfb0d5493d454d6/snippet.py,3.8,success,1,14.09,True,"{""django"": ""3.1""}",
/gists/0afa43225bdbe8e803cb/snippet.py,3.8,failed,5,43.0,True,"{""dbus"": ""1.12.2"", ""gobject"": ""0.5.24""}",no_matching_distribution
/gists/0b42dbd687ae3b838728/snippet.py,3.8,failed,5,57.72,False,"{""GitPython"": ""3.1.25""}",no_matching_distribution
/gists/0b677b13fca6cd0905ca/snippet.py,3.8,failed,5,55.19,True,"{""compiler"": ""1.8.0"", ""matplotlib"": ""3.5.1"", ""numpy"": ""1.23.4"", ""scipy"": ""1.10.1"", ""sklearn"": ""1.2.3""}",no_matching_distribution
/gists/0b7e91487dcf10c0b8e8711eb6d73bc5/snippet.py,3.8,success,2,55.61,True,"{""matplotlib"": ""3.5.1"", ""numpy"": ""1.23.4"", ""tensorflow"": ""2.10.0""}",no_matching_distribution
/gists/0b92b9ca837a0f5474c732876220db78/snippet.py,3.8,failed,5,65.13,True,"{""apiclient"": ""1.2.9"", ""flask"": ""2.2.2"", ""httplib2"": ""0.10.3"", ""oauth2client"": ""1.3""}",no_matching_distribution
/gists/0b942dd86f01efe996b8977b158c37a6/snippet.py,3.8,success,3,27.97,True,"{""requests"": ""2.28.2""}",no_matching_distribution
/gists/0b9d8a742fe0efe0fe82/snippet.py,3.8,success,1,14.76,False,{},
/gists/0ba0270279a0f38280423754cea2ee1e/snippet.py,3.8,failed,5,190.55,True,"{""tensorflow"": ""2.11.0""}",no_matching_distribution
/gists/0bc7d313e7a84b708374/snippet.py,3.8,success,1,12.65,True,"{""hug"": ""2.6.1""}",
/gists/0bdd7059a08cbcd00898/snippet.py,3.8,failed,5,156.24,True,"{""keras"": ""2.12.0"", ""numpy"": ""1.23.4"", ""tensorflow"": ""2.12.0""}",module_not_found
/gists/0c01b7a27e512db480847fac2cc54103/snippet.py,3.8,failed,5,40.95,True,"{""objc_util"": ""latest""}",no_matching_distribution
/gists/0c10e910e514832b7103/snippet.py,3.8,failed,5,63.85,True,"{""google-api-python-client"": ""2.25.0"", ""google-auth-httplib2"": ""0.1.1"", ""google-auth-oauthlib"": ""0.3.4""}",no_matching_distribution
/gists/0c7ccae5d764ff61788fc626096e5688/snippet.py,3.8,failed,5,43.28,False,"{""git"": ""2.38.1""}",no_matching_distribution
/gists/0ca2272c015266e667924836364349c3/snippet.py,3.8,failed,5,39.55,False,"{""jose"": ""3.0.0"", ""requests"": ""2.28.2"", ""simplejson"": ""3.17.1""}",no_matching_distribution
/gists/0cdd8d6adb8463961f50bd1845faddf8/snippet.py,3.8,failed,5,74.15,True,"{""torch"": ""1.10.0""}",unknown
/gists/0cfe89a89b892e47e8418e281dfe318d/snippet.py,3.8,failed,5,63.83,True,"{""django"": ""3.1"", ""django-utils"": ""0.5.1"", ""utils"": ""0.1.0""}",unknown
/gists/0d1baad4e3a871587ab1/snippet.py,3.8,failed,5,82.43,False,"{""requests"": ""2.28.1""}",missing_system_dep
/gists/0d25683d9c8fce27edd3/snippet.py,3.8,failed,5,50.82,False,"{""airflow"": ""2.7.2"", ""slackclient"": ""1.5.0"", ""titan"": ""0.10.0""}",no_matching_distribution
/gists/0d5a709bbb4186d1f45f2af14c65b110/snippet.py,3.8,failed,5,77.42,False,"{""requests"": ""2.28.1""}",unknown
/gists/0d5b3e7cc89cb2180c6e/snippet.py,3.8,failed,5,57.24,False,"{""PIL"": ""8.3.1"", ""io"": ""3.9.0""}",no_matching_distribution
/gists/0d9745f39a034758e51e/snippet.py,3.8,failed,5,66.33,True,"{""Quandl"": ""1.6.4"", ""matplotlib"": ""3.5.1"", ""numpy"": ""1.23.5"", ""pandas"": ""1.5.3"", ""scipy"": ""1.10.1"", ""sklearn"": ""1.0.2"", ""statsmodels"": ""0.13.2""}",no_matching_distribution
/gists/0d9f91f789f0c523b0e7/snippet.py,3.8,failed,5,65.28,False,"{""requests"": ""2.28.1""}",no_matching_distribution
/gists/0db840f27f1f0fd0747f13ab80d0ca37/snippet.py,3.8,failed,5,50.28,False,"{""cv2"": ""4.6.0"", ""numpy"": ""1.23.5"", ""requests"": ""2.28.2""}",no_matching_distribution
/gists/0db858e055cc2bae953b435f5116aaa8/snippet.py,3.8,failed,5,74.1,False,{},unknown
/gists/0e7d366d2e3623c5bb95/snippet.py,3.8,failed,5,57.01,False,"{""pyobjc"": ""7.0.1"", ""Foundation"": ""3.0.0""}",no_matching_distribution
/gists/0ec0c3f5ca69bac2b625/snippet.py,3.8,success,4,59.65,True,"{""gevent"": ""1.5.0"", ""requests"": ""2.28.1"", ""scrapy"": ""2.4.1""}",no_matching_distribution
/gists/0ee6dd444994fd67f63b/snippet.py,3.8,failed,5,61.93,False,"{""requests"": ""2.28.2""}",no_matching_distribution
/gists/0efb4d07f28af1c8fc1b/snippet.py,3.8,failed,5,69.05,False,"{""clipboard"": ""latest"", ""console"": ""1.1.0"", ""editor"": ""1.1.1"", ""markdown2pdf"": ""1.0.2"", ""urllib3"": ""^1.26.4"", ""urlparse"": ""3.8""}",no_matching_distribution
/gists/0efb90d998c59d5926ca7f4e79054361/snippet.py,3.8,failed,5,63.53,False,"{""bluezero"": ""^2.0.0"", ""dbus"": ""1.10.1"", ""gi"": ""1.0.12"", ""gobject"": ""3.0.0""}",no_matching_distribution
/gists/0efcacfb43827ba3a6bac3356315c419/snippet.py,3.8,failed,5,47.34,False,"{""cv2"": ""4.5.5"", ""numpy"": ""1.23.5""}",no_matching_distribution
/gists/0f450e738bf79c003253/snippet.py,3.8,failed,5,53.03,False,"{""jnius"": ""1.3.2"", ""kivy"": ""2.1.0""}",no_matching_distribution
/gists/0f575a0891cfef5f1b0024c89dcbaeea/snippet.py,3.8,failed,5,50.2,False,"{""pyobjc"": ""7.2.0"", ""osx-dev"": ""latest""}",missing_system_dep
/gists/0f5f65ddbfa278713f58/snippet.py,3.8,failed,5,103.77,False,"{""requests"": ""2.28.2"", ""numpy"": ""1.23.4"", ""pandas"": ""1.5.3""}",unknown
/gists/0f87efc363309e99d600e3a6300fbcff/snippet.py,3.8,failed,5,38.22,True,"{""gimpfu"": ""latest""}",no_matching_distribution
/gists/10005117/snippet.py,3.8,failed,5,65.25,False,"{""requests"": ""^2.28.1"", ""numpy"": ""^1.23.5"", ""pandas"": ""^1.5.3""}",unknown
/gists/10010307/snippet.py,3.8,failed,5,116.69,False,"{""requests"": ""2.28.1"", ""numpy"": ""1.23.5"", ""pandas"": ""1.5.3""}",unknown
/gists/10011921/snippet.py,3.8,failed,5,71.2,True,"{""apiclient"": ""1.0.0"", ""google"": ""2.1.0"", ""httplib2"": ""0.10.0"", ""jinja2"": ""3.1.2"", ""oauth2client"": ""1.3.0"", ""webapp2"": ""3.0.0""}",no_matching_distribution
/gists/10016605/snippet.py,3.8,failed,5,43.29,True,"{""lx"": ""0.1"", ""lxu"": ""latest""}",no_matching_distribution
/gists/10023837/snippet.py,3.8,success,1,15.25,True,"{""scene"": ""0.0.1"", ""sound"": ""0.1.0""}",
/gists/1009475/snippet.py,3.8,failed,5,44.51,True,"{""pywin32"": ""^228""}",unknown
/gists/101323115e70bb6671d3/snippet.py,3.8,failed,5,65.22,False,"{""requests"": ""2.28.2""}",no_matching_distribution
/gists/10206392/snippet.py,3.8,failed,5,37.81,True,"{""hexchat"": ""latest""}",no_matching_distribution
/gists/1023456/snippet.py,3.8,failed,5,77.67,False,"{""requests"": ""2.28.1""}",unknown
/gists/10235798/snippet.py,3.8,success,1,14.14,True,"{""django"": ""3.1""}",
/gists/1025525/snippet.py,3.8,failed,5,69.4,False,"{""requests"": ""2.28.1""}",no_matching_distribution
/gists/1025736/snippet.py,3.8,failed,5,52.44,True,"{""google"": ""1.9.3"", ""ndb"": ""0.5.17"", ""tipfy"": ""0.6.4"", ""tipfyext"": ""0.6.4""}",no_matching_distribution
/gists/10281460/snippet.py,3.8,success,1,64.9,False,{},
/gists/1029336/snippet.py,3.8,success,1,14.12,True,"{""django"": ""3.1""}",
/gists/10295174/snippet.py,3.8,failed,5,62.23,False,"{""requests"": ""^2.28.2"", ""beautifulsoup4"": ""4.12.0""}",unknown
/gists/1029870/snippet.py,3.8,failed,5,50.74,False,"{""AddressBook"": ""latest"", ""objc"": ""0.3.1""}",no_matching_distribution
/gists/10335601/snippet.py,3.8,failed,5,85.71,True,{},module_not_found
/gists/1035190/snippet.py,3.8,failed,5,73.82,False,{},unknown
/gists/10354951/snippet.py,3.8,failed,5,41.16,True,"{""jnius"": ""2.4.2""}",no_matching_distribution
/gists/1035890/snippet.py,3.8,failed,5,115.32,False,"{""requests"": ""2.28.1"", ""numpy"": ""1.23.5"", ""pandas"": ""1.5.3""}",unknown
/gists/1036883/snippet.py,3.8,failed,5,77.96,False,"{""requests"": ""2.28.1""}",unknown
/gists/1038987/snippet.py,3.8,success,1,14.13,True,"{""django"": ""3.1""}",
/gists/1040366/snippet.py,3.8,failed,5,83.87,False,"{""requests"": ""2.28.1"", ""beautifulsoup4"": ""4.11.1""}",unknown
/gists/1041172/snippet.py,3.8,failed,5,78.81,False,"{""requests"": ""2.28.1""}",unknown
/gists/1042719/snippet.py,3.8,success,3,38.13,True,"{""django"": ""3.1"", ""ldap3"": ""2.1.1""}",no_matching_distribution
/gists/1042778/snippet.py,3.8,failed,5,61.01,False,"{""requests"": ""^2.28.1""}",unknown
/gists/10438748/snippet.py,3.8,failed,5,51.79,True,"{""google"": ""1.9.3"", ""model"": ""0.1.0"", ""webapp2"": ""3.1.0""}",no_matching_distribution
/gists/1044215/snippet.py,3.8,failed,5,47.48,False,"{""apsw"": ""0.9.1"", ""django"": ""4.2.3""}",no_matching_distribution
/gists/1045108/snippet.py,3.8,failed,5,86.17,False,"{""requests"": ""2.28.1""}",unknown
/gists/10491632/snippet.py,3.8,failed,5,46.87,False,"{""PIL"": ""9.0.1"", ""numpy"": ""1.23.5""}",no_matching_distribution
/gists/1052286/snippet.py,3.8,failed,5,59.48,False,"{""cookielib"": ""3.0.0"", ""requests"": ""2.25.1"", ""wordpress_xmlrpc"": ""1.0.0""}",no_matching_distribution
/gists/1054969/snippet.py,3.8,failed,5,69.52,True,{},module_not_found
/gists/1055161/snippet.py,3.8,failed,5,49.59,True,"{""PyQt5"": ""5.15.8"", ""opencv-python"": ""4.6.0""}",no_matching_distribution
/gists/10554232/snippet.py,3.8,failed,5,52.89,True,"{""servicemanager"": ""1.8.3"", ""win32event"": ""0.4.4"", ""win32service"": ""1.0.1"", ""win32serviceutil"": ""1.0.1""}",no_matching_distribution
/gists/1055992/snippet.py,3.8,success,1,13.97,True,"{""django"": ""3.1""}",
/gists/10567484/snippet.py,3.8,failed,5,47.4,False,"{""PIL"": ""9.0.1"", ""numpy"": ""1.23.5""}",no_matching_distribution
/gists/10589494/snippet.py,3.8,failed,5,42.47,False,"{""imagekit"": ""latest""}",no_matching_distribution
/gists/1059647/snippet.py,3.8,failed,5,43.96,True,"{""ndb"": ""1.0.8"", ""webapp2_extends"": ""0.1.4""}",no_matching_distribution
/gists/1065196/snippet.py,3.8,success,1,22.59,True,"{""django"": ""3.1"", ""johnny"": ""0.2.1""}",
/gists/1068021/snippet.py,3.8,failed,5,66.37,False,"{""mysqlclient"": ""2.0.0""}",no_matching_distribution
/gists/1068255/snippet.py,3.8,success,1,13.92,True,"{""django"": ""3.1""}",
/gists/1068868/snippet.py,3.8,failed,5,53.79,False,"{""django"": ""4.1.1"", ""taggit"": ""0.23.1"", ""taggit_autocomplete"": ""0.1.1"", ""zinnia"": ""1.10.0""}",no_matching_distribution
/gists/106c49a3ae6d420937aa/snippet.py,3.8,failed,5,91.31,True,"{""PyQt5"": ""5.15.8""}",module_not_found
/gists/1072977/snippet.py,3.8,failed,5,45.08,True,"{""django_auth_ldap"": ""3.0.0"", ""ldap"": ""3.0.0""}",no_matching_distribution
/gists/1074124/snippet.py,3.8,failed,5,71.58,True,"{""twisted"": ""22.8.0"", ""txredisapi"": ""1.4.10""}",no_matching_distribution
/gists/1074202/snippet.py,3.8,failed,5,77.09,False,"{""requests"": ""2.28.1""}",unknown
/gists/1074227/snippet.py,3.8,failed,5,74.1,False,{},unknown
/gists/1074551/snippet.py,3.8,failed,5,65.27,False,"{""requests"": ""2.28.1""}",no_matching_distribution
/gists/1077318/snippet.py,3.8,success,1,14.78,False,{},
/gists/1077970/snippet.py,3.8,failed,5,25.71,True,"{""pyodbc"": ""4.0.33""}",missing_system_dep
/gists/10792332/snippet.py,3.8,success,2,26.4,False,{},no_matching_distribution
/gists/1082570/snippet.py,3.8,failed,5,40.17,True,"{""selenium"": ""4.0.0"", ""webdriver-manager"": ""5.15.0""}",no_matching_distribution
/gists/1083908/snippet.py,3.8,failed,5,73.96,False,{},unknown
/gists/1088273/snippet.py,3.8,failed,5,46.28,True,"{""scipy"": ""1.9.0"", ""numpy"": ""1.24.5""}",no_matching_distribution
/gists/1091026/snippet.py,3.8,failed,5,73.41,True,"{""sublime_plugin"": ""latest""}",module_not_found
/gists/10938795/snippet.py,3.8,failed,5,90.44,True,"{""Flask"": ""2.3.2""}",module_not_found
/gists/1094832/snippet.py,3.8,failed,5,85.27,True,"{""django"": ""4.1.1""}",unknown
/gists/10955449/snippet.py,3.8,success,1,14.83,False,{},
/gists/1096373/snippet.py,3.8,failed,5,77.46,False,"{""requests"": ""2.28.1""}",unknown
/gists/1098968/snippet.py,3.8,failed,5,80.57,False,"{""requests"": ""2.28.1""}",unknown
/gists/10a742de43246210f3ba/snippet.py,3.8,success,3,56.57,True,"{""gensim"": ""4.1.2""}",no_matching_distribution
/gists/10cd35b2872628246140/snippet.py,3.8,failed,5,50.36,False,"{""PIL"": ""8.3.2"", ""gi"": ""0.5.1""}",no_matching_distribution
/gists/1104507/snippet.py,3.8,failed,5,42.98,False,"{""Bio"": ""1.7.2""}",no_matching_distribution
/gists/1104553/snippet.py,3.8,failed,5,76.58,True,"{""networkx"": ""2.6.2""}",unknown
/gists/1107375/snippet.py,3.8,failed,5,71.93,False,"{""requests"": ""2.28.2"", ""beautifulsoup4"": ""4.11.1""}",no_matching_distribution
/gists/11078820/snippet.py,3.8,failed,5,65.67,False,"{""wheel"": ""^0.36.2""}",missing_system_dep
/gists/1108817/snippet.py,3.8,success,2,21.12,True,"{""django"": ""3.1.1"", ""lxml"": ""4.7.1""}",version_conflict
/gists/1109153/snippet.py,3.8,failed,5,42.88,False,"{""dateutil"": ""2.8.1""}",no_matching_distribution
/gists/1112928/snippet.py,3.8,failed,5,79.18,False,"{""requests"": ""2.28.1""}",unknown
/gists/11129975/snippet.py,3.8,failed,5,94.85,True,"{""PyQt5"": ""5.15.8""}",module_not_found
/gists/11181988/snippet.py,3.8,failed,5,55.72,False,"{""requests"": ""^2.28.2""}",unknown
/gists/1118585/snippet.py,3.8,failed,5,77.67,False,"{""requests"": ""2.28.1""}",unknown
/gists/11192605/snippet.py,3.8,failed,5,73.96,False,{},unknown
/gists/111c8ee32505a11ad7a6c629f277c2a4/snippet.py,3.8,failed,5,63.64,True,{},no_matching_distribution
/gists/11215761/snippet.py,3.8,success,1,13.79,True,"{""django"": ""3.1""}",
/gists/11242170/snippet.py,3.8,success,4,58.64,False,"{""Pillow"": ""9.0.1"", ""clipboard"": ""latest"", ""photos"": ""latest""}",no_matching_distribution
/gists/1124bb02a9fd4abce3d86caf2f950cb2/snippet.py,3.8,success,2,67.73,True,"{""tensorflow"": ""2.12.0""}",no_matching_distribution
/gists/1125832/snippet.py,3.8,success,1,25.39,True,"{""IPython"": ""0.12""}",
/gists/11280233/snippet.py,3.8,success,1,11.81,True,"{""mininet"": ""2.3.0.dev6""}",
/gists/11284662/snippet.py,3.8,failed,5,80.2,False,"{""requests"": ""2.28.1""}",unknown
/gists/11292725/snippet.py,3.8,failed,5,66.34,False,"{""requests"": ""2.28.1""}",no_matching_distribution
/gists/1133602/snippet.py,3.8,failed,5,66.16,True,{},module_not_found
/gists/1134410/snippet.py,3.8,failed,5,45.97,True,"{""bpy"": ""latest"", ""mathutils"": ""3.1.0""}",no_matching_distribution
/gists/113635/snippet.py,3.8,success,1,13.8,True,"{""django"": ""3.1""}",
/gists/11367287/snippet.py,3.8,failed,5,80.62,False,"{""requests"": ""2.28.2""}",unknown
/gists/11375647/snippet.py,3.8,failed,5,75.49,False,"{""requests"": ""2.28.1""}",unknown
/gists/11378945/snippet.py,3.8,failed,5,76.96,False,"{""requests"": ""2.28.1""}",unknown
/gists/1140136/snippet.py,3.8,failed,5,65.45,True,"{""django"": ""3.1"", ""urllib3"": ""^1.26""}",module_not_found
/gists/1140516/snippet.py,3.8,success,1,13.83,True,"{""django"": ""3.1""}",
/gists/11405336/snippet.py,3.8,failed,5,43.25,False,"{""gi"": ""0.5.1""}",no_matching_distribution
/gists/1142740/snippet.py,3.8,failed,5,89.72,False,"{""fabric"": ""3.2.1"", ""PyYAML"": ""5.3.1""}",no_matching_distribution
/gists/1147973/snippet.py,3.8,failed,5,66.67,False,"{""requests"": ""2.28.2""}",no_matching_distribution
/gists/11526013/snippet.py,3.8,failed,5,79.8,True,{},module_not_found
/gists/11538913/snippet.py,3.8,failed,5,56.64,False,"{""DockPrep"": ""latest"", ""WriteMol2"": ""0.4.0"", ""chimera"": ""1.16.0""}",no_matching_distribution
/gists/1160201/snippet.py,3.8,failed,5,85.16,True,"{""django"": ""3.2.19""}",unknown
/gists/1160696/snippet.py,3.8,failed,5,39.78,True,"{""myapplication"": ""1.0.0""}",no_matching_distribution
/gists/1161423/snippet.py,3.8,success,1,13.8,True,"{""django"": ""3.1""}",
/gists/1165038/snippet.py,3.8,success,3,36.36,False,"{""pyOpenSSL"": ""21.0.0""}",no_matching_distribution
